student_id;dai_so_tuyen_tinh;giai_tich;giai_tich_so;kien_truc_may_tinh;lap_trinh_python_co_ban;cau_truc_du_lieu_va_giai_thuat;co_so_ky_thuat_lap_trinh;co_so_du_lieu;lap_trinh_huong_doi_tuong;lap_trinh_ung_dung_windows_form;phap_luat_dai_cuong;ky_nang_mem;tieng_anh_tang_cuong;giao_duc_the_chat_1;giao_duc_the_chat_2;giao_duc_the_chat_3;cong_nghe_phan_mem;do_an_1;kiem_thu_phan_mem;thiet_ke_web_co_ban;tieng_anh_1;xac_suat_thong_ke
10121647;7.5;5.8;7.0;6.8;5.0;6.5;5.5;5.0;5.3;7.3;8.0;8.3;3.5;7;7.0;8.0;7.5;7.8;6.6;5.8;0.0;7.1
12521069;8.5;8.0;8.7;5.0;8.0;8.6;9.2;9.0;9.5;9.3;9.3;8.3;4.0;8;8.5;7.0;9.0;8.7;7.8;8.0;8.2;9.1
10121757;9.0;8.0;7.7;9.0;6.5;7.4;7.3;7.5;7.3;7.8;5.7;5.5;2.0;7;4.3;9.0;8.8;7.7;6.9;6.8;7.2;8.2
12521116;6.5;5.0;6.4;7.3;8.0;8.0;7.9;7.4;7.5;8.3;6.5;6.9;3.5;7;7.8;5.0;6.3;7.4;6.0;5.5;6.9;6.3
10121693;7.5;8.0;7.2;6.5;7.7;5.5;7.5;6.2;7.4;7.3;5.8;5.4;4.5;6;6.5;8.0;0.0;3.0;4.7;4.5;7.5;6.1
10121470;7.9;8.0;7.2;8.0;8.0;6.8;6.3;7.9;6.9;7.8;6.4;7.2;2.0;7;7.3;5.0;5.3;6.8;5.1;7.3;8.3;7.8
10121809;5.7;8.0;3.2;6.8;5.5;8.7;8.1;7.7;7.3;8.3;7.2;7.2;1.5;8;7.5;6.0;6.8;7.4;5.8;5.5;7.9;7.3
12521123;5.5;6.0;3.9;3.5;3.0;7.0;6.2;7.4;5.9;2.8;7.8;7.0;6.5;6;4.8;5.0;5.5;1.3;5.8;4.5;6.0;6.0
12521127;7.5;7.0;6.2;4.5;8.3;7.3;4.9;6.4;7.0;4.5;7.8;7.0;6.0;5;0.0;7.0;5.3;6.9;7.6;4.5;6.9;5.4
12521130;7.3;9.0;6.8;6.3;7.7;8.0;7.8;8.3;7.2;7.3;7.8;6.5;5.0;9;6.0;9.0;8.0;8.7;6.4;6.5;8.3;8.4
12421016;7.5;7.0;7.9;7.3;9.3;9.5;8.8;9.2;8.7;9.0;8.8;8.0;7.5;9;7.8;8.0;9.3;9.0;7.3;8.3;9.7;9.0
10121150;8.8;6.0;5.4;7.8;7.3;9.2;7.9;7.8;8.9;9.0;8.9;8.0;3.0;8;7.5;5.0;8.6;8.2;6.1;7.8;7.8;7.5
10121192;8.3;7.0;7.7;7.8;8.0;8.1;7.9;7.9;7.5;8.5;7.6;7.4;6.0;7;8.3;7.0;8.5;7.4;6.1;8.3;8.6;7.7
10121230;7.5;6.0;6.9;7.0;8.3;7.1;7.4;8.7;8.2;8.3;8.5;7.9;3.5;8;7.5;6.0;8.4;8.9;7.2;8.0;7.3;9.2
10121896;7.8;7.0;8.0;6.5;6.5;9.2;8.1;9.4;9.8;9.1;9.3;8.0;7.5;6;8.3;7.0;8.0;8.5;8.5;8.5;9.1;9.3
12221553;7.5;7.0;8.3;6.3;8.3;8.4;7.4;8.0;7.9;7.5;8.0;8.0;6.5;8;7.8;6.0;7.0;6.5;6.7;7.0;9.1;5.7
10121247;8.0;7.0;6.2;9.0;6.0;7.5;5.8;8.2;6.3;7.0;5.0;7.3;4.0;8;5.5;6.0;6.8;7.3;5.4;7.0;7.2;7.4
10121313;6.3;0.0;5.8;5.5;6.2;7.5;6.3;7.5;7.3;5.5;5.8;6.0;3.5;6;8.0;8.0;6.5;5.4;6.1;5.5;8.0;6.6
12521143;6.5;6.0;6.3;6.0;7.4;7.8;7.3;8.4;7.9;2.0;7.2;6.4;4.5;8;5.3;6.0;0.0;3.8;2.5;2.5;8.5;4.2
10121934;8.8;8.0;8.8;8.5;7.0;9.2;8.0;7.2;7.8;8.0;7.0;7.2;2.5;7;8.5;5.0;7.3;7.4;6.6;8.0;8.6;9.6
10121943;8.8;7.0;7.3;7.0;7.8;8.7;8.3;6.1;7.9;8.1;8.0;7.5;2.0;6;7.8;5.0;7.5;7.5;7.1;7.8;8.7;8.8
10121085;9.2;7.0;2.9;8.5;6.2;8.2;6.0;7.9;7.3;5.0;6.2;6.7;2.5;9;7.3;6.0;6.3;6.8;5.4;8.0;8.5;5.7
10121571;7.8;6.0;5.8;7.0;6.9;7.2;6.1;7.5;7.0;7.5;6.9;7.2;2.5;7;7.3;6.0;7.1;7.0;5.4;6.8;7.6;7.2
11421026;6.7;6.7;6.3;5.5;7.8;4.3;6.1;6.4;6.5;5.0;5.5;8.4;0.0;8;6.0;7.0;6.0;7.0;5.5;7.0;4.8;5.2
10121791;7.9;7.5;5.5;8.0;7.8;6.2;5.2;7.3;7.3;2.0;5.5;7.8;5.5;7;9.0;7.0;7.0;6.5;5.0;4.5;7.4;8.8
12021037;8.0;7.3;6.9;7.3;7.5;6.7;7.2;7.4;7.0;7.5;6.7;7.5;0.0;7;7.0;6.0;6.3;6.4;4.5;5.0;3.8;8.3
10121794;9.5;9.3;9.4;9.3;9.3;8.3;8.6;9.0;8.4;9.0;9.3;8.8;6.0;8;8.0;7.0;8.0;8.7;8.6;9.0;8.2;9.8
10121808;9.0;7.8;7.1;8.3;7.5;8.2;7.9;7.0;8.5;8.8;6.3;8.0;4.5;7;0.0;6.0;6.5;6.8;7.0;8.5;3.9;7.3
12421040;9.2;7.5;6.3;6.5;7.3;7.5;6.1;7.0;7.8;7.3;6.2;8.4;5.5;8;7.0;7.0;6.0;7.2;5.1;4.5;6.1;8.3
12521122;9.0;9.0;7.9;9.0;9.0;8.8;9.5;8.0;9.2;9.5;7.2;8.4;4.0;7;8.0;7.0;8.3;8.2;7.8;8.1;7.2;9.3
10121012;9.2;7.9;5.8;7.5;8.0;7.2;6.7;7.5;8.4;8.0;6.2;8.0;5.5;8;8.0;6.0;6.3;7.4;6.5;6.5;5.8;6.4
10121378;8.5;7.7;3.7;8.0;8.0;7.3;5.5;6.8;7.2;7.5;6.5;8.7;5.0;6;6.0;9.0;7.0;6.0;5.6;6.0;5.8;5.6
12521129;9.4;9.0;9.7;9.3;8.0;6.9;7.4;9.0;8.5;8.5;7.7;8.5;3.5;8;8.0;7.0;8.0;7.9;7.9;5.5;5.5;9.9
10121854;8.5;6.3;8.5;8.8;8.0;6.7;6.6;8.3;8.2;9.0;7.3;8.0;0.0;6;7.0;7.0;8.0;8.9;8.2;8.7;5.2;9.0
10121858;8.8;7.2;5.4;8.5;8.5;5.8;6.3;7.3;8.2;7.8;6.5;7.5;1.5;8;5.0;9.0;5.0;7.5;6.0;2.5;4.7;7.4
10121650;7.5;6.8;3.2;8.0;8.3;5.7;5.8;7.7;7.4;7.0;7.3;9.0;4.0;8;7.0;7.0;4.7;6.5;5.6;5.0;5.6;6.3
10621306;8.2;6.3;6.8;8.0;9.3;7.3;7.6;6.7;8.2;7.0;7.0;8.8;4.0;8;8.0;6.0;7.9;8.3;6.1;8.0;5.6;7.9
10121875;8.8;7.7;7.1;6.8;8.0;8.2;7.7;6.8;7.8;8.8;6.4;7.7;0.0;7;7.0;6.0;6.3;8.0;7.2;8.6;5.9;7.2
12521136;9.8;6.5;4.9;9.0;8.5;8.4;8.2;6.8;8.0;8.4;7.2;8.7;5.5;9;8.0;7.0;7.5;7.8;6.2;9.0;4.6;8.8
10121879;7.3;6.3;5.3;7.3;8.0;6.9;7.6;8.7;8.4;8.9;7.0;7.9;6.0;7;6.0;6.0;8.3;7.2;7.1;8.0;5.7;8.9
10121082;8.3;7.8;8.5;8.3;8.5;7.4;7.0;8.0;7.0;8.5;8.0;8.2;4.0;9;7.0;8.0;8.8;7.3;6.9;5.5;5.3;8.5
10120782;7.0;8.0;6.7;6.5;8.2;7.5;6.9;7.5;8.8;8.8;0.0;7.3;0.0;5;5.0;5.0;5.5;8.2;5.2;8.5;5.0;7.8
10121502;7.2;7.8;7.2;8.5;8.3;6.7;7.2;7.0;7.4;8.4;7.2;7.5;4.5;7;6.0;6.0;6.9;7.6;5.1;7.0;6.1;8.2
12521158;8.7;6.7;6.7;8.5;8.0;7.5;6.0;7.5;7.2;5.5;6.5;8.3;7.0;9;7.0;5.0;2.2;7.7;6.5;8.0;6.3;6.9
10121645;8.5;7.7;6.0;7.3;7.5;6.8;6.5;7.0;7.5;6.8;7.2;8.7;5.5;7;7.0;7.0;8.3;7.3;5.6;6.0;5.8;5.7
10121919;9.0;8.4;8.3;7.0;6.3;8.4;8.9;8.7;8.4;8.5;7.2;8.0;5.0;9;7.0;6.0;5.0;8.9;7.5;8.3;5.7;9.6
10121913;8.3;7.5;7.8;7.0;8.0;6.4;6.3;7.3;7.0;8.5;5.4;8.5;4.5;8;6.0;6.0;6.1;7.0;7.0;8.0;6.2;9.1
10121178;9.3;8.1;8.1;9.0;8.3;7.2;7.4;8.2;8.4;8.0;8.2;8.7;5.0;10;7.0;8.0;6.5;7.5;7.6;6.0;7.0;9.0
10121233;7.8;8.3;7.3;7.0;8.3;8.5;8.3;7.5;8.5;9.0;7.8;7.4;5.0;6;6.0;6.0;8.3;7.7;7.2;8.5;6.1;8.4
10121922;8.5;7.9;7.7;7.8;8.0;7.9;8.9;8.2;8.2;8.3;5.9;8.4;2.5;8;7.0;7.0;6.3;8.9;6.7;7.0;5.1;9.2
10121093;7.5;7.0;5.9;8.5;7.8;6.9;7.3;6.7;7.5;8.0;7.9;7.5;3.5;7;5.0;6.0;6.0;7.4;6.6;4.5;5.7;6.9
12521163;8.3;9.2;7.9;7.5;8.8;8.9;8.8;7.9;8.5;8.5;8.8;8.4;5.0;6;6.0;7.0;6.5;8.5;7.6;7.0;5.6;9.4
12521046;7.5;4.9;5.9;6.0;7.0;6.5;7.3;7.4;6.9;2.0;7.7;7.3;3.5;9;9.0;7.0;2.5;3.8;5.6;2.5;5.0;6.9
10121613;9.4;7.8;6.6;7.0;8.3;7.2;6.7;8.3;6.7;6.8;6.7;7.8;5.0;6;7.0;6.0;6.3;7.0;5.6;4.5;5.2;7.9
12522001;7.4;7.0;6.2;6.8;5.8;6.1;6.5;5.9;6.1;6.0;6.5;7.0;6.5;7;7.0;9.0;5.0;5.7;5.9;7.4;7.3;5.4
12522003;6.9;5.8;7.4;6.5;5.2;5.6;6.5;2.0;6.6;7.3;8.0;7.7;6.5;7;5.0;8.0;5.3;1.3;5.6;2.4;6.0;6.5
12522005;8.7;7.4;8.3;7.0;6.4;6.6;6.0;8.4;7.0;6.8;8.0;7.0;6.5;7;7.0;6.0;9.0;8.5;8.6;9.1;8.7;8.2
12522006;8.1;6.8;8.7;8.3;6.8;6.3;8.8;6.7;7.2;7.8;8.3;8.7;7.0;8;6.0;7.0;7.0;7.5;6.7;7.5;6.1;9.4
10122023;7.4;7.6;7.8;8.0;8.3;6.9;6.7;7.4;6.7;7.8;8.0;8.6;6.5;8;6.0;8.0;5.0;5.9;6.6;7.4;7.4;9.0
12522010;7.8;6.7;8.9;8.5;6.0;7.2;7.9;7.0;7.5;8.8;9.0;8.7;6.5;8;7.0;7.0;8.0;7.3;7.2;7.6;8.1;9.8
12522011;8.2;9.6;9.1;9.3;7.8;8.1;8.9;8.3;7.8;9.3;7.8;8.7;7.0;9;7.0;8.0;9.8;9.0;8.5;8.0;8.7;9.4
10122031;7.9;8.9;7.7;9.0;7.3;6.5;6.2;7.3;5.5;6.8;7.8;8.4;7.0;8;7.0;7.0;8.0;8.8;7.3;7.6;7.9;9.2
10122041;7.8;8.5;8.5;6.3;6.5;6.0;6.8;7.8;7.0;8.3;8.5;8.7;7.5;9;6.0;7.0;8.0;6.7;7.5;6.6;7.9;9.3
10122050;6.4;6.9;5.8;5.3;6.8;7.5;5.5;7.2;6.5;6.3;7.3;8.1;7.5;8;6.0;6.0;6.3;8.0;6.8;7.5;6.1;4.9
10121748;7.9;7.6;5.1;6.8;6.4;5.8;6.3;6.2;6.4;6.3;4.8;6.7;7.5;5;8.0;7.0;7.0;3.3;5.1;4.5;6.0;5.5
10121616;8.0;7.3;6.4;4.5;7.2;5.2;6.4;6.2;6.5;5.0;5.8;6.2;5.5;6;6.0;8.0;2.5;5.8;7.4;7.0;2.4;0.0
10122057;7.7;6.9;8.3;7.3;6.5;7.4;7.8;6.4;7.3;7.8;6.8;8.7;6.5;8;6.0;7.0;7.5;8.2;6.1;7.9;8.1;9.8
10122064;8.4;8.3;8.5;8.3;7.3;6.9;7.9;7.0;6.7;8.0;8.3;8.6;7.5;9;8.0;7.0;7.3;8.2;7.2;7.4;8.4;9.0
10122094;6.8;7.3;5.5;5.5;6.5;6.7;8.8;6.7;7.0;5.5;6.8;8.5;7.5;7;7.0;8.0;6.7;8.4;6.1;6.8;7.4;7.0
10122099;9.2;8.9;7.5;7.8;6.5;6.1;6.2;5.9;7.0;8.1;7.9;8.5;7.5;7;8.0;6.0;6.2;8.5;6.8;7.5;8.2;6.5
10122103;7.2;9.0;6.9;8.0;7.2;7.2;8.3;7.0;8.3;6.5;7.8;8.5;7.5;8;6.0;8.0;7.3;8.8;7.5;8.5;7.8;9.4
10122115;7.3;5.8;4.3;6.5;5.7;6.8;6.5;5.9;7.1;3.5;7.0;8.4;7.5;8;8.0;7.0;0.0;2.0;6.1;0.7;3.5;4.3
12522025;6.2;6.9;6.5;6.8;5.8;7.2;8.5;7.5;6.4;7.0;7.8;8.2;7.0;6;5.0;8.0;6.0;7.7;6.3;5.6;5.8;2.0
12522027;6.9;5.8;7.6;8.0;5.8;6.0;6.8;6.4;6.0;6.0;7.8;8.7;6.5;9;7.0;6.0;5.5;6.5;7.2;5.5;7.1;6.9
10121373;7.6;6.7;3.5;6.3;6.9;7.2;6.0;6.5;7.8;2.5;7.3;7.7;7.5;7;6.0;6.0;1.0;2.0;0.8;2.5;6.3;6.3
10122162;5.9;7.2;6.4;8.0;6.5;6.8;7.0;7.8;6.2;7.8;6.5;7.5;6.5;8;5.0;7.0;6.5;7.6;7.5;6.3;7.3;5.5
10122184;7.0;5.6;6.3;7.5;5.3;7.9;6.0;6.1;5.8;6.8;7.8;8.2;7.5;7;8.0;7.0;5.0;7.0;6.0;5.1;6.9;6.4
10122204;7.0;8.5;8.6;8.5;7.3;7.9;8.3;7.3;6.2;8.0;8.3;7.8;7.5;8;6.0;7.0;7.5;8.0;6.6;9.0;8.6;8.5
10122191;7.4;6.7;7.0;7.3;6.8;6.5;5.5;7.3;6.3;5.0;6.5;8.0;7.0;7;8.0;6.0;5.0;7.3;6.5;5.5;8.2;7.0
12522038;8.4;9.6;7.9;8.0;6.8;6.8;9.2;7.5;6.7;8.0;8.0;8.5;6.5;9;7.0;8.0;7.5;8.4;6.4;8.7;7.5;8.3
12522039;6.7;8.4;6.8;6.8;7.5;7.5;7.0;4.9;6.5;8.3;6.5;8.5;7.0;7;8.0;8.0;7.0;7.9;6.3;8.0;8.7;7.2
12522040;7.8;8.0;8.8;6.0;7.0;7.1;8.0;6.7;7.8;8.3;7.0;8.7;6.5;6;6.0;6.0;7.8;9.3;7.0;7.6;8.1;6.9
12522041;7.3;7.9;8.9;7.3;7.9;7.6;7.3;7.7;8.6;7.5;7.5;8.7;7.5;7;7.0;7.0;8.3;7.6;6.6;7.8;8.6;9.2
12522044;8.4;8.2;8.7;9.0;7.4;7.3;7.8;6.8;7.5;7.0;8.0;7.7;6.5;9;8.0;8.0;7.5;8.3;7.2;7.7;8.0;9.0
12522046;9.2;9.6;9.2;7.5;8.0;9.5;9.4;8.2;8.7;8.5;7.3;8.7;7.5;7;5.0;8.0;9.0;9.2;8.5;9.3;8.1;9.5
10121219;6.9;8.5;5.7;8.0;7.5;6.0;6.0;6.0;5.9;2.5;6.3;7.9;6.5;8;8.0;6.0;3.3;2.8;6.0;3.0;5.7;4.8
12522068;7.7;8.7;9.8;8.5;6.2;7.0;6.8;7.3;7.8;7.5;7.8;8.3;8.0;6;6.0;6.0;7.3;8.5;7.0;7.9;7.8;8.4
12522075;8.2;6.9;6.0;5.0;7.3;6.9;6.8;6.8;8.1;8.0;7.0;8.7;6.5;9;8.0;8.0;8.0;7.9;6.7;6.8;8.3;6.2
10122284;8.3;7.8;8.0;6.3;7.5;7.1;8.4;6.7;7.0;7.5;7.4;8.3;8.5;8;5.0;6.0;7.0;8.5;7.3;8.0;7.9;7.3
12522080;7.7;5.8;7.5;6.3;6.5;5.5;6.3;5.7;7.2;7.5;7.8;8.5;8.0;7;10.0;7.0;6.8;5.9;6.5;5.3;7.5;8.8
10121546;7.3;6.3;5.7;8.5;7.0;5.5;5.8;6.4;7.2;3.3;6.7;7.7;6.5;6;6.0;8.0;3.0;2.8;2.5;2.5;6.0;7.9
12522091;8.9;8.0;8.7;8.2;8.4;8.9;8.5;8.5;8.7;8.5;8.5;8.4;8.5;8;7.0;8.0;8.8;8.8;8.0;8.5;7.9;8.0
10122337;8.5;10.0;9.5;8.0;7.2;7.2;8.3;7.5;6.7;7.3;7.0;8.5;8.0;8;9.0;7.0;7.8;7.8;7.0;6.0;8.4;7.8
12522089;6.7;6.5;5.8;6.5;5.9;6.3;6.0;6.5;8.4;7.0;7.5;8.4;7.5;7;6.0;7.0;6.8;7.0;6.1;5.3;7.2;8.7
12522093;7.2;6.9;6.9;2.5;6.5;6.3;4.0;6.4;6.6;7.8;8.3;8.5;8.0;9;5.0;6.0;7.5;2.0;6.4;3.3;8.0;7.9
12522096;6.8;7.2;6.5;6.5;6.4;6.1;7.5;5.8;6.6;7.0;7.3;7.2;6.5;7;8.0;7.0;5.7;7.3;6.7;6.8;8.2;8.0
10122360;7.7;8.7;7.2;8.0;6.5;7.7;9.0;7.3;7.2;6.8;7.5;8.4;6.5;9;7.0;6.0;7.2;8.8;7.3;8.2;7.8;8.4
12522099;6.8;7.6;5.8;6.8;5.0;4.8;6.0;6.9;4.4;2.5;8.3;8.0;6.5;7;5.0;5.0;5.2;7.3;5.9;7.3;7.7;5.7
10122387;6.8;6.0;6.5;7.0;6.2;5.8;7.0;5.8;8.0;8.3;6.8;7.2;6.5;6;6.0;6.0;7.2;9.0;6.7;7.5;7.4;7.7
10122389;6.5;7.8;7.2;6.8;5.4;7.7;5.8;6.0;6.8;5.5;6.8;8.0;6.5;8;8.0;6.0;7.2;6.5;6.9;8.0;7.3;6.8
10122393;9.5;6.4;6.4;6.8;7.5;6.0;8.0;5.7;8.3;8.3;7.9;7.8;6.5;7;7.0;8.0;7.0;8.9;6.8;9.5;7.1;6.5
12522107;7.2;9.5;9.6;8.3;7.7;8.7;8.5;8.8;8.3;7.5;8.5;8.9;6.5;7;7.0;7.0;8.3;9.0;7.7;9.5;8.4;8.4
10122410;7.7;6.7;6.3;7.5;6.9;6.2;8.8;7.7;7.0;7.3;7.7;8.2;7.5;8;6.0;6.0;7.5;8.8;6.8;7.7;7.1;6.8
10122415;8.7;8.7;8.8;7.5;7.3;6.4;7.5;6.8;6.9;6.5;7.5;8.5;7.0;8;7.0;7.0;4.7;5.5;6.3;6.0;5.0;7.3
10122007;8.0;9.7;9.3;7.0;7.8;6.4;5.8;6.9;6.8;6.8;6.8;9.3;8.5;8;5.0;8.0;7.0;6.9;6.9;6.5;7.3;8.3
10122032;7.8;8.4;6.4;6.3;8.2;8.0;5.3;7.4;5.9;5.8;6.8;9.2;6.5;8;8.0;6.0;7.6;6.5;6.5;6.8;6.9;5.9
10122097;6.8;9.3;6.3;8.0;6.2;6.9;6.0;7.9;7.8;8.4;6.8;9.2;7.0;8;8.0;5.0;6.9;7.3;6.6;5.8;6.5;7.8
10122084;9.2;9.7;8.5;8.8;8.0;8.7;8.0;6.8;8.7;9.5;7.8;9.4;7.5;9;7.0;6.0;8.7;8.4;8.0;9.1;7.6;9.4
10122085;7.7;6.7;6.3;8.0;6.5;6.7;5.8;6.9;8.2;7.3;9.0;9.0;8.0;6;5.0;5.0;8.3;7.9;7.6;7.4;6.9;9.2
10122088;6.0;6.0;7.5;8.0;6.7;7.6;5.3;6.2;7.2;7.0;7.0;9.2;7.0;8;5.0;5.0;7.7;7.4;7.0;6.4;6.6;7.7
10122122;7.7;8.5;8.4;8.0;7.4;6.7;6.0;5.9;7.4;7.0;6.8;9.5;8.5;9;8.0;8.0;7.1;6.4;7.6;6.4;7.5;7.7
10122128;7.3;7.0;7.5;7.5;7.5;6.3;5.8;7.2;7.9;8.3;7.0;9.2;7.5;7;7.0;7.0;6.9;8.3;7.3;8.7;6.4;6.5
12522026;6.9;6.8;7.9;7.8;7.3;6.8;6.5;5.5;6.5;6.8;7.5;8.7;7.5;10;10.0;8.0;7.1;5.7;6.1;5.9;6.6;7.4
10122173;7.9;8.2;8.2;8.3;7.4;6.3;6.8;8.3;7.2;8.0;7.3;9.5;7.5;9;8.0;6.0;8.4;8.2;7.4;8.6;8.2;8.7
10122233;8.7;7.7;7.8;7.3;5.9;7.4;6.0;6.7;7.3;7.5;6.5;9.2;8.0;9;8.0;5.0;6.9;7.5;6.8;6.8;7.5;7.9
10122234;7.7;9.2;8.3;7.8;7.9;8.9;6.0;7.8;7.9;9.3;6.5;9.0;6.5;7;6.0;5.0;8.0;8.4;7.8;8.2;7.7;9.2
10122262;8.3;7.3;8.1;8.0;7.4;6.9;6.3;6.8;6.8;6.5;7.0;8.8;7.0;8;10.0;7.0;7.5;7.2;7.1;7.0;6.6;7.4
12522069;9.5;9.2;9.7;7.8;6.2;7.2;7.5;6.0;7.2;6.0;8.0;8.8;7.0;6;5.0;6.0;7.0;7.1;6.4;5.9;6.7;8.2
10122290;9.7;7.8;6.9;7.8;7.2;5.9;6.8;6.2;6.8;7.5;6.8;9.2;7.0;7;6.0;6.0;8.1;6.7;7.4;7.1;6.8;6.8
