student_id;dai_so_tuyen_tinh;giai_tich;giai_tich_so;kien_truc_may_tinh;lap_trinh_python_co_ban;cau_truc_du_lieu_va_giai_thuat;co_so_ky_thuat_lap_trinh;co_so_du_lieu;lap_trinh_huong_doi_tuong;lap_trinh_ung_dung_windows_form;phap_luat_dai_cuong;ky_nang_mem;tieng_anh_tang_cuong;giao_duc_the_chat_1;giao_duc_the_chat_2;giao_duc_the_chat_3;cong_nghe_phan_mem;do_an_1;kiem_thu_phan_mem;thiet_ke_web_co_ban;tieng_anh_1;xac_suat_thong_ke
12522087;7.4;7.3;6.7;7.3;6.9;8.2;6.5;6.2;7.7;7.8;7.0;9.0;7.0;6;6.0;5.0;7.8;7.8;7.4;7.3;6.7;7.8
10122368;9.0;7.5;9.2;8.8;7.7;6.3;6.8;8.8;7.4;8.3;6.5;9.2;7.0;7;8.0;6.0;7.4;8.2;7.7;7.8;7.3;9.1
10122382;7.4;6.8;8.0;7.0;8.3;7.8;5.5;6.9;6.0;5.3;7.0;9.0;7.5;9;8.0;9.0;7.0;7.3;7.0;6.6;7.3;7.8
10122392;6.8;7.7;7.0;5.8;6.4;5.3;5.8;5.3;7.2;5.5;7.0;9.2;7.0;8;6.0;5.0;7.5;7.2;6.4;6.2;7.7;6.3
11222286;7.3;9.4;6.7;7.5;6.9;7.4;5.8;7.4;7.9;7.8;6.3;9.5;7.5;6;6.0;6.0;7.2;7.3;7.1;7.7;6.6;7.3
11022222;9.4;8.0;8.7;8.5;6.3;7.2;5.8;6.4;7.5;7.0;6.8;9.2;7.0;7;6.0;5.0;7.5;7.4;6.7;6.4;7.5;8.3
10122008;9.8;8.9;8.5;8.5;7.9;7.5;7.8;7.5;8.1;5.8;7.0;8.5;7.5;7;6.0;7.0;7.1;9.0;7.6;7.8;7.6;7.9
10122105;6.8;7.2;2.8;7.5;2.0;6.9;6.0;6.7;5.0;8.2;7.4;8.2;7.5;8;5.0;7.0;6.0;4.8;6.6;8.0;8.1;6.0
10122110;8.0;8.4;5.4;6.0;5.7;5.2;6.5;5.3;6.8;8.5;7.3;7.2;6.5;7;9.0;8.0;7.3;6.9;6.2;7.8;6.7;6.0
12522029;7.7;7.9;7.5;6.0;7.8;7.7;7.0;6.5;7.1;5.0;7.3;8.0;6.5;9;8.0;8.0;6.0;8.4;7.1;8.0;7.8;8.1
10122166;7.5;8.9;9.3;8.0;5.7;6.5;6.7;7.7;6.2;6.5;7.2;8.8;7.5;8;6.0;8.0;8.3;9.2;6.8;8.3;7.2;7.9
10122169;8.7;8.2;8.5;8.8;6.5;8.5;7.8;8.0;8.6;8.8;7.5;8.6;7.5;8;7.0;8.0;7.2;8.9;7.4;8.8;7.9;7.5
10121031;9.2;9.3;7.9;8.0;9.5;8.5;9.0;8.5;8.7;8.3;8.0;8.0;7.5;6;9.0;9.0;8.8;8.8;8.2;9.0;7.9;7.9
12522052;5.2;5.9;5.8;6.3;5.8;5.0;2.0;6.5;5.8;5.5;7.5;7.2;7.0;8;8.0;9.0;7.2;6.5;6.0;6.3;7.2;7.0
10122226;7.9;8.9;7.6;8.3;7.5;6.2;7.8;6.3;6.7;8.0;7.0;8.0;7.0;7;6.0;5.0;6.1;1.5;6.5;7.3;7.2;6.7
12522054;9.7;9.3;9.7;7.5;7.8;7.3;7.8;7.2;8.0;8.3;8.0;8.8;7.5;8;9.0;7.0;8.3;8.5;7.0;8.8;8.6;7.0
12522056;7.4;6.8;6.8;5.8;5.4;6.1;6.3;6.0;9.5;6.3;6.8;8.5;7.0;8;7.0;7.0;5.8;8.4;6.4;8.0;7.7;7.4
12522057;8.3;9.8;9.4;7.8;6.9;8.2;8.5;7.2;8.3;7.0;7.8;8.5;6.5;8;6.0;7.0;8.7;8.7;7.8;9.0;6.8;9.8
10122232;6.8;7.3;7.3;5.8;7.4;6.9;9.1;7.4;8.0;7.0;7.5;8.5;6.5;8;9.0;7.0;2.0;6.0;6.3;8.3;5.4;6.4
12522063;6.9;8.1;9.0;9.0;7.2;6.7;7.8;7.2;7.8;7.5;6.8;8.0;7.5;6;6.0;9.0;7.3;8.4;6.4;7.5;7.0;6.6
12522062;7.3;7.5;7.3;8.0;7.7;7.9;6.5;5.5;5.9;5.8;7.8;7.2;6.5;6;8.0;6.0;4.9;7.7;6.1;8.0;7.0;8.2
12522064;7.8;9.5;9.3;8.5;7.5;8.7;9.0;8.8;9.0;9.3;6.8;7.2;6.5;7;8.0;7.0;7.3;7.8;7.4;8.3;7.1;9.2
10122256;8.1;8.3;8.5;9.3;7.7;7.6;9.8;8.3;7.8;7.5;9.0;8.8;8.0;9;6.0;8.0;6.5;9.4;7.9;9.5;7.9;8.2
12522078;7.8;6.4;9.2;5.5;7.0;6.1;8.5;6.5;7.9;8.3;6.8;8.3;7.0;8;6.0;7.0;7.2;8.3;7.3;8.8;7.9;8.8
12522084;7.3;7.6;8.8;8.0;5.9;7.5;7.0;8.3;8.8;7.5;7.3;8.4;7.5;8;5.0;6.0;7.2;8.8;6.7;8.5;8.4;7.5
10122314;7.4;7.3;8.9;6.0;6.8;6.9;6.3;7.7;6.6;7.0;6.8;8.9;6.5;9;6.0;5.0;6.9;9.3;7.0;8.5;7.0;7.4
12522097;9.2;8.1;9.5;7.3;6.4;7.2;6.8;6.5;7.0;6.5;8.3;8.5;7.0;7;9.0;9.0;5.9;8.0;7.6;9.2;7.0;8.3
12522098;9.0;9.4;9.7;8.8;8.8;9.2;8.0;7.3;9.2;7.8;9.0;8.5;7.0;9;9.0;7.0;7.5;8.5;8.0;8.7;7.0;8.8
10122380;7.7;8.9;9.2;8.8;7.7;8.3;9.2;8.5;9.3;8.0;8.0;9.0;7.0;8;7.0;6.0;5.0;8.7;7.8;9.3;7.6;9.3
10122386;7.2;7.6;6.9;7.0;5.7;6.0;8.5;7.3;6.2;7.8;7.0;7.2;6.5;8;9.0;9.0;6.2;7.8;7.6;7.0;6.9;5.1
12522102;6.2;5.5;4.9;5.5;8.0;7.1;8.3;5.9;7.1;6.0;7.2;7.2;6.5;8;6.0;7.0;6.8;6.6;6.7;7.8;7.8;7.5
12522103;8.5;9.0;7.9;7.8;6.7;6.7;6.5;6.9;7.7;7.3;5.3;7.2;6.5;8;9.0;6.0;7.1;6.8;6.5;7.8;6.7;6.7
12522104;8.5;9.2;7.7;8.8;8.2;7.5;9.3;8.2;8.3;8.8;8.0;7.2;7.5;7;6.0;7.0;8.4;9.3;7.2;8.5;8.3;8.3
12522105;6.8;9.0;8.1;6.8;8.3;6.1;7.0;6.3;7.4;7.0;8.0;7.7;6.5;6;7.0;8.0;6.3;7.2;7.7;8.0;8.1;8.1
12522109;7.3;9.0;7.7;7.3;7.0;5.7;5.5;6.3;7.8;7.8;6.8;8.5;6.5;6;7.0;9.0;5.9;9.2;7.1;7.5;6.9;9.6
10122421;9.1;9.2;8.7;7.8;6.0;6.9;7.3;7.3;7.4;8.0;8.0;8.5;6.5;8;7.0;6.0;6.4;9.2;6.7;8.8;7.5;9.2
12522007;8.2;7.8;8.3;7.0;7.8;8.9;8.5;6.9;9.2;9.0;8.0;8.0;6.5;7;7.0;8.0;8.8;7.3;7.3;8.0;8.0;8.5
12522009;6.3;7.9;8.0;7.5;6.4;8.4;7.0;7.5;7.4;5.0;6.3;8.5;6.5;7;9.0;8.0;6.0;7.7;6.5;6.3;7.6;8.2
10122029;7.3;8.1;8.8;6.0;6.5;7.1;6.5;6.7;8.5;8.3;7.5;8.5;6.5;8;7.0;8.0;8.3;8.7;8.3;7.4;7.3;7.1
10122053;8.3;9.7;8.9;8.5;6.0;7.5;8.0;7.3;8.2;8.5;7.5;8.5;7.5;8;5.0;7.0;8.8;8.5;7.4;8.6;8.0;7.9
12522013;9.3;9.5;9.9;9.3;8.3;8.5;9.5;8.2;9.0;9.5;8.0;8.7;6.5;8;8.0;6.0;9.8;8.8;8.5;8.7;7.6;9.7
10122102;6.3;9.8;9.3;6.8;8.3;7.8;7.6;8.0;8.4;8.8;7.0;7.6;8.0;7;6.0;6.0;7.8;8.1;6.7;7.0;7.5;8.7
12522016;7.9;7.7;9.7;9.0;7.4;6.3;8.9;7.4;7.3;8.0;7.8;8.2;6.5;8;8.0;7.0;9.5;8.0;7.7;7.7;7.0;8.8
12522020;6.8;6.7;6.4;6.8;5.4;6.3;5.8;7.7;5.8;7.2;7.3;7.2;7.5;7;5.0;6.0;6.2;8.0;6.6;1.5;7.1;7.1
10122120;9.2;9.8;8.9;7.8;6.9;8.0;6.0;7.5;6.6;8.0;8.3;8.0;8.0;9;9.0;6.0;7.8;7.3;7.1;3.0;8.8;8.5
10122129;7.9;8.9;8.5;8.3;8.3;8.7;9.7;8.2;7.5;7.3;8.8;8.5;6.5;8;5.0;7.0;8.0;8.7;6.7;7.5;7.5;9.0
10122130;7.9;8.9;8.2;9.5;7.7;6.7;8.5;7.3;7.2;7.8;8.3;8.7;6.5;8;8.0;5.0;9.0;7.9;7.2;7.8;8.1;8.6
10122160;7.0;9.3;7.7;6.0;6.7;6.4;6.8;6.7;6.9;5.7;6.5;8.5;7.0;9;10.0;8.0;6.5;7.4;7.4;9.5;6.8;7.7
10122168;5.5;8.8;7.7;7.0;7.7;6.3;6.7;7.3;6.8;5.3;7.8;8.8;7.5;9;6.0;6.0;5.0;2.5;5.7;4.5;7.9;7.0
10122177;7.5;8.3;9.1;7.5;9.0;7.5;8.7;6.2;7.0;6.3;7.5;7.2;7.0;7;6.0;7.0;5.0;7.2;6.9;5.8;7.5;7.1
10122192;6.9;8.8;8.5;8.3;6.9;7.2;7.6;7.5;7.8;7.3;7.5;8.7;7.0;10;9.0;8.0;7.0;8.7;6.7;5.5;7.0;8.9
12522047;7.4;6.0;7.1;7.8;7.7;7.2;6.3;6.8;7.8;8.1;7.5;8.4;7.0;8;7.0;7.0;7.0;7.9;7.9;7.8;7.0;8.7
12522048;7.0;7.6;7.4;6.8;7.5;6.3;8.5;7.2;7.1;8.3;7.5;8.6;8.5;6;6.0;7.0;7.1;7.4;6.4;8.5;8.4;6.8
12522066;8.8;8.9;8.9;9.3;9.0;9.8;9.8;8.9;8.3;8.5;8.3;8.7;7.0;9;7.0;7.0;8.3;9.2;7.5;4.0;8.2;8.7
10122305;6.5;7.2;6.9;8.3;6.4;6.8;6.0;6.8;8.2;5.5;7.5;9.0;6.5;7;8.0;8.0;6.8;5.9;6.3;8.0;7.7;7.5
10122306;8.4;6.9;9.2;7.0;7.9;7.3;7.8;6.9;8.0;7.8;6.5;8.9;7.0;7;6.0;7.0;7.3;7.1;7.5;5.8;8.1;5.6
10122299;6.0;6.1;9.0;6.0;5.8;7.9;8.0;7.3;7.9;7.0;6.8;8.3;8.0;7;6.0;7.0;7.8;8.7;7.2;6.3;8.0;5.7
12522088;6.0;5.9;6.3;6.8;6.0;5.9;7.9;7.2;7.5;8.3;6.5;8.4;7.5;8;8.0;7.0;7.4;7.8;8.8;6.8;7.8;9.4
10122326;7.8;5.8;7.2;7.0;6.3;5.5;5.8;6.2;6.1;7.8;8.3;8.6;6.5;7;6.0;7.0;6.9;8.5;6.6;8.5;7.4;9.1
12522090;6.8;9.1;7.7;6.8;6.0;6.5;5.8;6.4;7.1;6.3;8.3;8.2;6.5;7;6.0;7.0;7.3;7.1;6.2;7.2;7.7;7.8
10122345;6.5;3.5;5.4;7.8;5.2;6.0;7.0;6.3;6.0;5.8;7.8;7.5;6.5;8;8.0;8.0;6.0;8.4;3.4;5.4;6.3;3.5
10122350;7.3;8.8;8.3;9.0;8.2;8.0;8.2;7.4;8.9;8.5;8.3;8.7;6.5;7;5.0;6.0;9.0;8.5;7.5;9.0;8.8;9.4
10122351;7.9;5.8;6.8;8.0;6.0;6.6;6.0;8.5;6.5;6.3;7.3;7.7;7.0;6;8.0;6.0;7.0;7.2;6.4;8.4;8.6;6.8
10122349;9.3;8.2;7.7;7.0;6.0;7.6;7.4;6.2;8.4;7.3;7.8;8.5;6.5;9;6.0;5.0;7.5;8.7;7.7;7.4;6.8;8.2
10122390;9.6;7.4;7.9;9.0;7.2;6.0;8.0;6.2;7.7;7.3;7.7;8.2;8.0;7;7.0;5.0;8.0;9.0;6.4;7.6;6.7;8.2
12522108;9.5;8.7;7.4;7.3;6.5;8.3;7.3;5.5;7.5;8.0;8.0;8.0;8.0;8;5.0;6.0;7.1;7.9;7.7;7.0;7.1;8.7
10122285;6.8;4.5;8.8;5.8;7.9;4.8;3.5;2.0;6.0;2.5;7.0;9.2;7.5;0;8.0;7.0;3.4;2.5;6.4;3.6;6.0;5.2
12523026;4.3;3.5;3.7;3.5;6.5;7.3;7.0;5.9;8.0;3.0;7.0;9.0;7.5;7;7.0;6.0;6.6;1.3;6.9;6.0;8.6;4.0
10123339;6.8;3.8;2.4;4.3;7.9;7.3;7.3;5.5;8.7;0.0;6.3;8.9;7.0;9;7.0;7.0;5.5;6.5;7.4;6.5;8.4;5.6
10123204;4.8;5.2;3.2;5.0;6.0;6.9;6.0;5.8;7.8;4.5;6.8;8.7;7.0;8;7.0;8.0;6.3;6.7;7.0;6.2;7.4;6.0
12523117;5.2;7.0;2.3;3.0;6.3;7.0;6.3;6.5;8.6;7.0;6.8;7.9;0.0;7;8.0;6.0;6.8;7.2;7.7;6.5;7.9;7.6
10123370;7.3;6.4;2.8;6.0;6.4;7.8;8.3;5.5;8.3;8.5;4.3;8.9;7.5;8;8.0;8.0;6.5;7.4;7.5;7.7;7.7;7.8
10123021;6.9;7.2;6.8;7.8;6.6;8.0;6.5;5.9;8.0;4.5;6.5;8.8;0.0;7;8.0;8.0;7.0;1.3;7.9;6.1;7.6;6.7
12523096;6.4;6.8;5.7;8.0;6.2;8.4;6.7;5.5;7.8;7.5;7.0;8.7;7.0;6;5.0;6.0;7.2;7.3;7.9;8.0;2.7;7.3
10122017;6.5;7.2;7.6;6.8;6.0;5.3;5.3;6.3;6.4;5.8;6.8;8.9;7.0;9;6.0;6.0;6.9;6.5;7.8;6.2;7.0;6.8
11223077;7.3;4.7;5.8;7.5;6.2;8.3;7.8;7.2;8.5;8.0;8.3;9.0;7.0;7;8.0;8.0;6.7;7.8;8.0;6.5;7.7;5.3
12523028;8.3;6.5;6.5;4.5;6.1;8.7;6.5;6.0;8.5;5.5;6.5;9.2;5.5;7;6.0;7.0;6.7;7.2;8.7;6.3;8.7;8.9
10123346;8.4;7.5;6.9;7.5;6.5;8.7;7.0;6.4;7.9;6.5;7.8;8.9;7.5;8;9.0;9.0;7.4;7.4;8.5;7.1;6.8;7.8
10123199;7.5;7.4;5.5;6.3;7.2;7.7;6.0;6.2;8.2;6.8;6.0;8.6;6.5;6;7.0;7.0;7.3;6.9;6.5;5.8;8.8;6.2
10123047;7.9;8.2;8.7;8.3;7.3;7.2;7.3;6.5;7.5;8.3;6.8;9.2;8.0;7;7.0;7.0;7.1;7.4;7.9;6.2;8.9;7.7
10123055;8.3;7.9;9.4;7.5;6.0;8.8;7.5;6.7;9.0;6.5;6.8;8.7;7.5;8;8.0;7.0;6.8;7.4;7.8;6.5;8.4;8.1
12523109;8.6;6.4;7.4;7.3;5.6;8.8;6.8;6.2;8.5;6.0;7.0;8.6;7.5;10;9.0;8.0;7.5;7.4;8.1;6.4;8.3;7.7
10123026;8.3;7.2;7.8;6.8;7.4;9.0;8.0;6.9;8.7;8.5;7.8;9.4;7.5;7;7.0;6.0;7.3;8.3;8.3;6.3;8.1;8.2
12523080;7.9;9.3;8.9;7.8;8.7;9.3;6.8;6.0;8.6;8.0;8.5;9.3;8.0;10;8.0;8.0;7.7;8.4;8.4;6.5;8.5;8.9
10123045;9.1;7.5;8.8;7.8;7.5;8.8;9.0;8.9;9.1;7.3;8.0;9.0;8.0;9;8.0;7.0;8.5;7.7;8.8;8.7;8.5;8.2
10123363;7.9;7.4;6.7;6.8;6.5;7.4;7.3;6.0;7.8;7.0;8.3;8.9;8.0;8;8.0;7.0;6.8;7.5;7.4;6.2;8.1;7.3
12523076;9.4;8.6;7.9;7.3;7.2;8.3;6.5;5.8;8.6;5.5;8.5;9.3;0.0;9;8.0;8.0;6.8;7.6;8.4;7.2;7.5;8.7
12523030;8.2;8.9;8.9;6.0;8.0;8.9;7.0;6.7;8.8;7.5;7.0;8.8;7.5;7;8.0;7.0;7.3;7.5;8.4;6.2;8.4;8.8
10123345;9.2;7.7;8.7;8.5;6.4;7.5;7.3;8.3;7.2;7.8;8.0;9.0;7.5;7;8.0;6.0;8.1;8.4;7.7;8.5;8.3;8.2
10123030;9.1;8.8;9.3;8.8;7.0;7.9;8.0;8.2;9.0;7.8;8.8;8.7;0.0;6;8.0;7.0;7.7;7.4;8.2;8.1;9.0;8.8
10122202;8.7;9.0;9.5;9.0;8.4;6.3;6.8;7.8;7.2;8.5;8.5;9.5;8.0;9;7.0;7.0;7.4;8.2;8.1;7.2;8.3;9.4
10123351;8.8;7.0;7.4;8.0;9.0;9.1;8.8;7.4;9.3;7.0;7.5;9.1;7.0;8;8.0;8.0;8.3;9.0;8.3;7.7;8.5;8.2
12523052;1.8;1.3;1.5;3.0;5.7;6.8;2.7;0.0;2.0;0.0;1.5;7.5;7.0;5;6.0;6.0;0.0;1.0;6.3;3.7;7.6;1.3
10123210;6.0;0.0;4.5;3.3;6.9;6.1;0.0;0.0;0.0;0.0;5.5;8.9;0.0;7;7.0;8.0;0.0;1.0;0.0;0.0;0.0;0.0
10123119;7.8;7.1;3.4;7.3;6.7;7.4;5.1;6.0;2.1;0.0;6.0;7.7;1.5;7;0.0;6.0;1.5;0.0;0.0;0.0;0.0;3.3
12523017;7.4;5.7;6.2;7.0;6.9;7.4;3.6;2.0;2.1;3.7;5.8;8.8;0.0;8;0.0;6.0;1.8;1.0;0.0;6.2;0.0;5.5
10123330;5.5;6.1;4.4;7.3;7.4;8.2;5.1;5.9;2.1;3.7;5.5;8.4;0.0;9;0.0;8.0;2.0;1.0;0.7;6.6;0.0;7.3
12523025;5.7;7.7;3.2;8.3;7.2;6.0;5.9;2.2;6.1;0.0;5.5;8.9;0.0;7;0.0;0.0;5.8;3.8;1.5;6.8;0.0;5.1
12523033;4.7;5.8;4.7;7.3;6.0;7.2;6.9;7.4;2.1;0.0;6.0;7.8;0.0;5;6.0;0.0;2.0;1.0;0.0;3.7;1.6;5.5
12523088;8.7;6.1;5.5;8.5;7.0;7.3;6.2;2.0;7.2;7.0;6.3;8.5;7.0;8;8.0;8.0;1.3;1.0;7.2;0.0;0.2;0.3
12523014;8.2;6.4;2.7;8.3;7.8;7.4;8.3;5.3;2.0;3.9;7.3;9.0;4.0;9;0.0;8.0;3.2;3.2;6.5;6.5;0.0;6.2
10122104;7.2;8.9;8.3;7.5;2.0;5.4;5.3;5.5;8.3;4.0;7.4;8.3;7.5;8;8.0;5.0;2.7;0.0;6.5;3.0;6.9;5.4
12523006;5.7;6.0;2.9;8.0;5.8;5.3;4.7;6.8;7.4;7.2;6.0;8.8;6.5;6;7.0;6.0;6.0;5.5;6.2;6.3;5.1;4.3
12523044;6.3;6.7;5.9;8.5;7.5;7.3;7.1;6.7;2.2;3.8;5.0;8.5;6.5;8;5.0;8.0;1.8;3.2;6.8;7.6;2.4;6.8
10123354;7.7;7.0;4.5;8.8;7.8;7.9;5.0;5.4;2.2;7.1;6.8;8.6;2.0;7;0.0;0.0;5.7;7.5;6.8;7.8;4.3;6.1
12523034;8.3;8.2;6.4;8.3;6.0;5.7;6.6;7.2;7.6;7.2;7.0;8.7;7.0;6;6.0;5.0;7.1;6.4;6.0;8.0;4.2;5.7
12523059;5.5;7.3;3.9;7.3;5.7;8.1;7.0;5.7;2.1;7.4;5.8;8.8;0.0;7;9.0;7.0;5.7;7.0;7.7;7.7;5.9;6.1
10123069;6.9;8.4;4.0;3.8;7.4;6.1;7.0;6.8;7.3;8.0;6.0;8.6;3.5;8;7.0;6.0;7.4;6.4;7.6;7.2;6.7;5.3
12523062;6.8;9.2;6.5;9.0;7.9;7.8;7.0;7.2;7.1;3.9;7.0;8.6;7.5;8;8.0;7.0;7.9;3.7;7.6;7.5;6.9;7.9
10123236;8.4;8.0;6.2;4.3;6.7;6.6;7.1;6.3;8.0;4.1;8.3;9.2;7.0;7;9.0;6.0;7.2;7.3;6.8;8.2;6.3;6.3
12523083;7.3;5.2;2.7;4.5;8.7;7.5;9.0;7.3;8.7;8.4;5.8;8.8;8.5;6;6.0;7.0;8.2;8.5;7.7;9.2;6.2;7.6
10123264;8.7;8.7;8.8;8.5;8.7;7.2;8.0;8.4;7.7;5.8;5.5;8.4;7.5;9;7.0;8.0;7.2;7.3;6.9;8.3;6.0;5.6
10123172;8.6;6.3;5.0;8.3;7.4;7.5;6.5;6.2;7.9;6.6;6.9;8.8;6.5;7;5.0;7.0;6.9;7.5;6.4;7.7;6.6;6.0
10123024;8.1;7.4;7.7;6.8;6.7;7.4;8.0;5.3;6.9;5.4;6.0;9.2;7.5;8;9.0;6.0;6.7;3.3;7.3;7.2;8.9;8.4
10623148;7.4;7.8;7.8;9.3;7.2;7.6;7.7;6.2;7.6;4.0;6.8;8.6;7.0;7;8.0;7.0;7.0;1.0;6.9;7.6;6.3;5.5
10123122;7.8;7.0;6.0;5.0;6.4;8.9;7.2;2.2;8.3;7.4;6.5;7.6;5.0;8;6.0;6.0;6.9;7.7;8.2;4.9;8.2;6.8
12523064;7.3;5.9;6.6;8.5;7.3;6.9;5.1;5.4;6.9;7.0;7.3;8.6;6.5;9;8.0;8.0;6.4;7.0;7.4;6.9;5.4;5.8
12523011;7.7;6.0;5.8;8.0;6.8;7.0;7.3;5.6;7.6;7.6;5.3;8.8;6.5;7;7.0;8.0;6.8;7.5;6.9;4.9;7.4;5.9
12523035;6.5;5.8;6.4;8.7;6.1;8.4;7.0;5.9;8.5;7.3;5.5;8.6;7.5;7;5.0;6.0;7.3;6.3;7.2;8.4;6.0;8.0
10123001;7.3;7.2;6.9;7.3;6.7;6.9;7.3;6.7;8.6;5.7;8.0;8.7;7.0;8;9.0;8.0;7.3;7.0;7.4;7.8;7.5;7.2
