student_id;dai_so_tuyen_tinh;giai_tich;giai_tich_so;kien_truc_may_tinh;lap_trinh_python_co_ban;cau_truc_du_lieu_va_giai_thuat;co_so_ky_thuat_lap_trinh;co_so_du_lieu;lap_trinh_huong_doi_tuong;lap_trinh_ung_dung_windows_form;phap_luat_dai_cuong;ky_nang_mem;tieng_anh_tang_cuong;giao_duc_the_chat_1;giao_duc_the_chat_2;giao_duc_the_chat_3;cong_nghe_phan_mem;do_an_1;kiem_thu_phan_mem;thiet_ke_web_co_ban;tieng_anh_1;xac_suat_thong_ke
10123056;6.9;8.9;7.7;7.3;7.2;6.9;8.3;6.4;8.3;7.0;6.8;8.2;8.0;9;7.0;7.0;6.3;7.5;6.6;8.5;7.8;6.5
10123147;8.4;9.0;8.4;7.0;7.5;7.0;6.7;6.8;8.3;5.8;7.0;8.5;6.5;7;7.0;6.0;6.5;8.3;6.9;7.8;6.6;7.4
10123139;9.5;8.8;8.4;6.5;6.8;7.0;7.6;5.8;8.3;8.2;6.0;8.3;7.5;7;8.0;7.0;7.5;7.3;8.2;8.9;7.5;8.5
10123066;10.0;8.9;7.9;6.5;6.0;7.2;7.9;6.9;9.0;6.6;6.5;8.7;7.0;8;6.0;8.0;6.2;7.5;6.8;9.3;6.6;8.1
12523020;8.5;7.0;7.0;8.8;7.2;7.0;6.9;5.7;7.0;7.7;5.8;9.0;7.5;6;6.0;9.0;7.2;5.5;6.7;6.2;6.8;6.7
10123216;7.9;6.4;6.9;8.8;6.5;8.1;6.7;6.9;8.6;8.4;5.3;8.6;7.5;7;7.0;8.0;7.3;7.3;7.6;5.6;7.3;7.2
10123257;7.2;8.6;7.2;8.8;6.9;6.9;7.1;5.9;7.4;6.7;5.5;8.7;7.0;6;7.0;8.0;7.3;7.5;7.6;9.0;6.6;7.4
10123101;7.8;9.2;6.5;6.0;8.2;8.1;8.3;7.9;7.7;8.4;7.0;8.6;7.0;7;6.0;8.0;6.9;8.5;7.7;5.5;6.8;6.8
12523022;7.4;8.7;8.1;8.0;8.2;8.0;7.8;8.8;7.5;7.6;6.3;9.0;7.5;6;7.0;7.0;7.2;6.7;7.8;9.2;7.9;7.4
10123105;9.4;8.4;7.4;8.8;7.7;7.2;8.0;7.0;7.8;7.5;7.0;8.7;6.0;7;6.0;8.0;7.4;8.4;7.9;6.5;8.9;7.8
10123160;8.8;7.8;8.9;8.0;6.5;7.1;7.9;6.9;7.6;8.1;6.8;8.5;7.0;7;10.0;8.0;7.3;8.0;8.0;9.8;8.0;9.0
10123167;10.0;10.0;8.2;6.5;7.7;6.4;7.7;7.9;7.0;7.9;6.5;9.3;8.0;7;7.0;6.0;7.4;7.8;7.4;7.9;7.3;9.5
10123294;9.5;8.2;8.1;7.8;9.2;7.1;8.1;6.5;8.0;7.6;5.8;8.6;7.0;8;8.0;9.0;7.4;8.4;6.5;7.5;8.4;9.2
12523010;9.7;7.8;7.7;8.5;9.4;7.9;9.1;8.2;8.3;8.0;6.5;8.9;6.5;9;6.0;8.0;8.3;9.0;7.4;5.7;7.2;7.3
12523003;9.7;8.5;8.7;9.3;7.8;7.7;8.9;7.3;8.2;8.3;7.5;8.9;8.0;8;8.0;7.0;7.0;8.7;7.7;1.0;8.8;8.3
12523055;8.4;7.8;6.3;8.8;8.5;8.6;9.1;6.3;8.3;7.7;7.0;8.9;7.0;6;7.0;8.0;7.4;8.7;8.0;6.0;7.1;7.9
10123028;9.5;9.1;8.7;7.0;7.2;7.3;7.8;8.0;8.5;8.9;7.5;8.9;8.0;8;9.0;8.0;8.0;9.2;8.5;9.2;8.7;9.6
10123053;9.8;9.9;8.3;8.5;8.3;8.1;9.6;8.5;9.0;8.6;7.0;8.6;8.5;8;9.0;8.0;8.4;8.7;7.6;7.5;7.2;9.2
10123084;9.7;10.0;8.8;8.8;8.2;8.2;8.6;8.5;9.2;8.7;6.8;8.6;8.0;8;8.0;7.0;8.0;9.0;7.8;9.5;9.2;9.3
10123196;9.5;9.9;9.9;9.8;7.9;7.9;9.1;8.4;8.4;8.9;7.8;9.0;4.5;6;9.0;7.0;8.2;8.9;8.2;8.7;8.9;9.4
12523037;9.8;9.5;8.9;9.0;8.7;8.5;9.0;7.7;8.1;9.5;7.8;9.0;8.0;9;9.0;9.0;8.7;9.0;8.9;9.6;6.7;9.5
12523040;9.4;9.0;8.7;9.5;7.9;9.1;9.1;8.8;8.8;8.8;8.0;8.6;7.5;6;6.0;8.0;8.3;8.7;8.6;9.3;8.1;9.0
10123281;4.4;5.4;0.0;1.5;7.0;0.0;1.5;0.0;0.0;0.0;5.8;8.6;0.0;7;6.0;0.0;3.2;2.5;5.8;7.7;0.0;5.9
12523103;5.8;5.6;2.7;3.0;2.0;6.3;0.5;2.2;5.0;1.2;4.3;9.1;6.0;7;7.0;6.0;7.4;6.4;6.8;7.2;0.0;3.9
12523004;5.3;0.0;6.7;1.5;6.5;7.4;6.5;0.0;6.3;5.5;5.5;9.2;7.0;7;6.0;7.0;6.9;6.7;6.4;7.0;6.5;4.7
12523008;5.2;4.7;5.3;3.8;6.1;6.7;3.5;2.0;6.3;6.1;5.5;8.4;6.5;6;7.0;6.0;6.5;6.3;7.4;7.9;6.0;6.3
10123038;3.3;4.4;2.3;4.8;6.7;6.7;5.5;5.7;6.4;5.4;5.0;8.9;6.5;7;8.0;6.0;6.7;5.0;7.5;7.4;5.9;6.8
12523121;6.8;6.3;5.9;3.5;5.9;6.9;7.0;0.0;7.0;6.6;5.5;8.3;7.0;8;5.0;8.0;0.0;0.0;6.6;7.5;6.6;5.2
10123357;5.4;1.0;4.8;3.0;7.5;8.2;7.5;7.0;8.3;7.8;5.0;7.7;6.5;7;7.0;5.0;7.4;2.0;6.8;7.8;7.7;0.0
12523012;7.7;6.8;8.3;5.0;5.4;5.9;7.3;5.4;5.8;5.9;7.3;8.5;6.5;7;8.0;7.0;6.3;5.9;6.9;7.2;5.9;7.3
12523100;7.1;5.5;5.6;2.8;4.9;7.6;8.0;5.0;6.3;7.0;4.5;9.2;6.5;7;6.0;5.0;7.2;8.7;7.1;8.2;6.5;7.8
10123159;8.1;8.6;6.9;5.5;7.2;6.4;3.5;7.2;8.1;3.3;6.8;8.9;6.0;8;7.0;8.0;7.7;2.3;7.7;7.9;7.5;7.0
12523009;4.5;6.3;5.1;5.0;6.3;8.3;7.0;5.4;6.9;7.4;4.5;8.9;6.5;5;6.0;5.0;6.7;2.5;7.6;7.5;6.2;5.3
11023276;6.4;6.0;6.8;8.5;5.0;6.0;0.5;6.4;6.6;7.1;6.8;9.2;6.5;6;3.0;6.0;6.9;6.2;6.6;7.2;5.6;4.7
10123065;7.8;8.5;7.1;1.5;7.9;9.1;4.0;8.3;7.8;8.1;7.0;8.7;6.5;8;6.0;7.0;7.2;8.8;8.4;4.0;8.8;7.2
12523116;6.5;5.7;3.2;8.5;5.9;5.4;6.3;4.5;6.0;6.2;6.5;8.7;7.0;6;8.0;5.0;7.5;6.4;7.3;7.1;8.9;7.9
10123234;5.4;4.9;5.7;7.7;5.6;7.5;5.0;6.2;6.1;7.3;5.3;9.0;6.0;6;6.0;7.0;6.3;8.4;7.5;7.3;6.2;6.4
10123073;8.0;8.4;7.7;7.0;7.0;5.9;5.8;7.0;6.2;7.5;7.1;8.7;7.5;8;8.0;7.0;6.2;6.5;6.7;6.2;7.0;7.4
10123134;7.2;6.6;6.0;5.3;6.7;7.1;7.5;7.9;7.4;5.9;5.5;9.3;6.5;7;7.0;5.0;7.9;6.9;7.7;7.7;5.8;5.4
12523060;8.8;6.9;6.1;6.5;5.9;6.6;6.0;5.0;6.1;6.7;6.0;9.0;5.5;6;8.0;6.0;7.0;7.0;7.1;7.7;8.2;7.3
10123029;7.3;7.5;6.7;7.8;7.1;7.7;6.0;7.0;7.1;7.3;5.8;7.8;6.5;8;9.0;7.0;1.8;6.9;6.8;7.4;7.6;6.5
10123168;8.5;7.4;5.6;7.0;6.7;6.1;5.8;6.3;6.4;5.6;8.0;8.8;6.5;7;9.0;7.0;6.5;5.9;7.4;7.2;6.6;7.9
10123324;8.3;7.9;7.4;8.3;7.2;6.9;5.1;6.3;6.9;6.8;5.5;9.0;6.5;9;9.0;6.0;1.9;6.3;7.9;7.4;7.8;7.7
12523029;6.3;5.9;8.4;8.4;6.2;6.7;8.8;6.8;7.8;7.2;6.5;9.1;7.5;6;8.0;8.0;7.0;8.3;7.9;8.6;8.5;6.8
10123255;7.2;8.6;7.7;4.8;5.9;7.9;6.8;7.0;7.6;8.0;6.0;9.0;6.5;8;6.0;9.0;7.8;9.4;7.8;8.5;7.1;8.9
10123341;9.7;7.5;8.7;6.5;6.9;7.0;8.5;6.0;6.8;8.5;6.5;8.8;7.0;8;5.0;7.0;7.4;8.0;7.5;8.1;6.5;9.2
10123240;7.2;8.4;6.6;7.0;6.6;7.8;6.6;7.9;6.2;6.8;5.3;7.4;6.5;10;9.0;8.0;8.0;7.3;6.6;8.0;5.7;8.4
10123100;7.3;8.8;6.8;6.8;6.7;6.9;8.3;7.6;6.6;7.8;4.7;8.2;7.0;7;7.0;9.0;7.8;6.3;7.1;7.5;7.9;7.7
12523112;8.7;9.3;6.6;5.8;6.7;6.5;6.8;5.5;6.4;8.0;6.8;9.1;6.5;8;7.0;8.0;7.8;6.7;7.2;8.7;6.1;8.3
10123320;7.0;6.5;6.4;6.8;6.5;8.1;5.5;6.5;7.0;8.7;6.9;7.8;6.5;8;10.0;9.0;7.9;9.5;6.7;8.4;7.1;9.4
10123271;9.7;7.8;;7.3;7.2;6.2;8.5;8.3;7.0;;6.9;8.9;6.5;8;9.0;6.0;6.8;7.2;6.8;7.8;0.0;8.1
10123369;9.7;9.3;8.0;8.3;9.1;9.0;8.3;7.9;8.0;9.1;6.0;8.7;6.5;7;7.0;7.0;8.0;9.0;8.3;9.1;6.4;8.5
10123156;9.4;7.6;8.5;6.8;7.0;7.5;6.8;7.2;6.4;6.5;6.5;8.8;7.0;8;7.0;7.0;6.2;5.9;8.1;7.6;7.9;7.1
10123072;7.4;8.4;6.6;7.5;6.8;6.6;7.3;6.9;7.0;6.4;7.0;7.4;5.5;7;5.0;7.0;7.4;6.7;6.9;7.0;6.5;8.4
10123233;8.8;8.0;7.7;6.5;6.9;6.9;6.0;6.3;6.9;7.6;7.0;8.0;6.5;8;9.0;7.0;7.3;7.2;7.0;7.7;9.0;9.0
10123267;7.9;8.5;8.8;6.5;7.2;6.3;6.0;7.5;7.2;7.6;7.2;8.2;6.5;6;6.0;6.0;8.4;8.3;6.8;7.6;7.0;9.2
10123241;8.8;7.8;7.8;7.3;7.1;8.0;6.5;6.3;7.8;6.7;5.5;8.1;6.5;8;7.0;6.0;7.4;9.4;7.5;7.8;7.7;9.1
12523081;7.1;6.2;8.0;7.3;8.0;7.7;7.5;6.9;7.3;8.5;7.8;9.3;7.5;8;7.0;8.0;8.0;8.7;7.3;5.3;9.2;7.8
10123158;8.1;8.5;8.4;8.5;7.0;7.6;7.5;8.5;6.8;7.4;6.5;8.9;6.5;8;9.0;7.0;7.2;7.4;7.6;6.0;8.0;9.7
10123005;8.7;9.2;7.9;7.8;6.5;7.7;7.0;7.8;7.0;8.9;6.8;9.3;6.5;7;6.0;8.0;8.4;7.2;8.6;5.8;7.0;8.5
11223272;8.0;9.0;8.2;8.0;7.6;7.8;8.0;7.2;7.4;8.2;5.8;9.1;7.0;6;7.0;7.0;6.9;9.5;7.4;5.3;8.2;9.2
10123006;8.7;9.0;9.7;6.8;7.7;8.4;8.0;7.9;8.8;9.6;6.8;9.3;7.5;8;6.0;8.0;8.4;8.4;8.5;5.5;9.1;10.0
12423013;8.1;9.4;9.2;5.5;8.6;8.8;7.0;9.2;8.8;8.0;7.3;8.6;6.5;8;7.0;7.0;7.9;8.2;7.7;7.2;7.2;9.3
10123293;8.5;9.0;8.8;8.3;7.3;8.6;7.8;8.3;7.7;9.1;7.0;9.2;7.0;8;9.0;7.0;8.0;9.0;8.1;6.9;6.8;8.6
12523001;9.7;7.9;7.9;7.5;7.2;7.7;9.0;7.3;8.5;8.5;6.8;9.3;6.5;9;9.0;10.0;8.9;8.7;8.1;6.8;7.6;8.2
12523107;8.9;8.3;7.9;8.0;7.5;9.1;8.3;7.8;8.6;7.8;8.3;8.7;7.5;7;7.0;7.0;7.3;9.0;7.7;6.8;9.0;9.2
12523046;7.6;8.7;7.3;6.3;8.1;8.5;9.8;7.1;8.6;8.6;6.0;9.4;7.5;8;7.0;7.0;8.0;8.0;7.9;7.8;8.9;7.8
10123308;8.5;9.2;9.0;7.3;7.3;8.9;7.5;6.1;9.4;8.9;7.3;9.3;6.5;7;6.0;7.0;8.4;9.0;7.2;4.3;6.6;9.6
10123039;8.8;7.5;9.7;6.0;8.8;8.7;8.5;7.4;7.8;8.1;7.0;9.0;8.0;9;8.0;7.0;8.7;8.2;8.7;7.0;9.3;9.7
12523068;9.1;8.9;8.5;9.3;7.8;8.7;9.3;8.8;7.3;8.2;6.8;9.4;6.5;9;9.0;8.0;8.4;9.5;8.3;8.8;9.3;10.0
12523086;8.5;9.8;8.6;8.0;7.2;7.8;8.3;8.3;8.2;9.3;7.3;8.8;6.5;8;6.0;8.0;8.8;9.5;7.8;8.6;6.5;9.7
10122090;4.3;5.3;4.0;4.8;7.0;5.6;5.0;6.3;6.1;1.5;6.0;8.2;6.5;8;9.0;9.0;0.0;2.0;0.0;0.0;2.4;4.7
10123282;5.9;3.7;3.8;0.0;5.4;5.1;6.8;5.8;2.8;1.1;5.0;8.7;4.5;6;0.0;5.0;6.7;2.5;7.2;0.0;6.6;4.9
10123163;5.8;5.7;3.8;4.0;5.8;5.9;6.0;5.6;2.1;5.8;5.8;9.3;6.5;7;7.0;6.0;3.2;1.0;6.3;0.0;5.3;6.9
12523114;7.8;7.2;5.9;2.0;5.1;6.2;7.5;4.5;2.2;6.1;5.8;9.2;0.0;7;0.0;9.0;2.0;2.5;7.1;0.0;1.5;4.3
12523036;5.9;7.2;3.0;3.8;7.0;4.6;6.3;5.5;2.1;5.8;5.5;8.0;1.0;5;6.0;0.0;5.9;4.8;6.2;6.3;6.9;3.7
12523075;8.8;6.7;2.9;2.0;5.0;6.3;7.8;5.9;2.1;1.7;7.5;9.3;7.0;7;3.0;6.0;6.4;2.5;7.4;0.0;7.6;5.4
10123333;7.4;5.9;5.6;4.3;6.4;5.3;6.6;5.0;5.6;2.0;7.0;7.4;6.5;7;7.0;8.0;7.3;6.4;7.7;6.9;5.3;5.3
12523078;7.4;6.0;4.3;0.0;5.5;5.3;6.4;7.1;2.2;1.7;6.2;8.9;7.0;8;7.0;7.0;6.3;2.5;7.2;8.1;7.2;6.0
10123291;8.0;8.8;7.8;3.0;6.5;6.1;2.7;5.2;2.2;2.8;5.5;8.2;1.5;6;9.0;8.0;7.0;8.3;7.1;6.5;6.2;8.2
12523021;6.5;7.4;1.4;3.0;6.0;7.5;4.3;4.7;7.2;6.7;6.0;8.4;7.0;7;8.0;8.0;6.8;8.7;7.0;6.2;7.0;6.8
10123162;7.9;6.9;4.2;2.0;5.5;5.8;6.7;5.4;6.5;6.6;6.3;8.5;6.5;6;7.0;7.0;7.0;6.8;7.0;6.3;6.2;4.9
10123189;5.8;8.2;6.2;3.0;4.8;4.8;8.8;5.5;6.7;5.8;6.8;8.9;6.5;6;7.0;7.0;6.7;6.2;7.4;7.7;5.5;6.3
12523018;6.9;7.8;5.1;0.0;6.8;6.7;6.8;5.7;6.2;6.4;6.7;9.1;7.0;6;6.0;8.0;6.8;1.0;6.8;6.3;6.2;5.5
10123262;6.5;4.9;6.3;4.5;6.5;6.7;7.4;5.9;7.3;6.4;5.8;8.5;7.0;7;6.0;8.0;8.3;8.7;7.8;6.4;8.6;5.9
12523094;7.7;6.4;6.3;2.5;5.7;8.0;7.6;6.9;6.2;6.4;6.5;8.3;6.5;7;6.0;7.0;8.0;7.4;6.9;6.8;7.3;6.3
12522077;9.0;6.7;7.3;5.8;8.2;8.2;6.3;5.3;8.6;3.2;7.3;8.3;1.5;8;9.0;8.0;6.7;7.5;6.4;6.7;6.3;6.0
12523013;6.7;5.4;7.7;7.0;6.5;7.6;9.1;7.8;7.3;6.2;6.8;9.0;6.5;7;6.0;7.0;0.0;4.5;8.2;7.0;0.0;6.2
10123094;6.0;6.8;3.8;4.0;5.1;6.9;6.5;6.7;7.0;5.7;5.5;8.4;6.5;6;6.0;7.0;7.2;6.2;6.9;6.2;5.5;3.8
10123207;8.0;7.3;5.4;5.5;6.4;5.5;7.8;5.5;5.7;6.5;7.3;8.7;6.5;7;7.0;8.0;7.3;6.3;7.0;6.4;6.4;5.0
10123316;7.3;7.9;4.9;4.0;5.8;5.7;7.3;5.4;5.4;6.3;6.8;8.4;7.0;7;8.0;8.0;6.9;8.0;7.0;6.4;7.5;6.0
10123334;8.3;6.0;5.1;6.0;6.9;7.5;7.7;6.0;9.1;6.9;5.8;9.1;6.5;6;6.0;5.0;8.3;8.5;7.7;8.2;6.3;5.1
12523047;7.4;8.7;5.5;2.5;5.5;5.3;6.7;6.9;6.6;5.4;7.3;9.1;7.5;9;5.0;9.0;6.9;5.0;6.8;6.3;5.8;6.0
10123314;6.8;6.6;6.1;5.5;6.3;6.4;7.0;5.8;5.7;5.8;6.8;9.2;7.0;8;7.0;9.0;6.5;7.4;7.1;6.4;6.3;6.9
10123263;8.2;7.1;7.9;7.5;6.3;7.4;6.9;6.8;6.8;3.5;6.5;9.1;6.5;9;9.0;7.0;8.0;6.7;7.0;0.0;7.1;8.2
10123343;9.3;9.1;9.0;9.0;7.8;7.4;8.3;7.8;7.2;7.4;7.0;8.8;7.5;8;8.0;6.0;7.4;2.5;7.3;0.0;8.9;9.1
10123080;7.7;8.4;7.2;6.5;5.6;6.7;7.1;6.7;5.8;6.6;7.3;9.0;7.0;6;8.0;7.0;6.7;5.9;6.9;6.3;5.2;5.9
12523118;6.3;5.4;8.9;7.0;5.0;5.8;6.6;6.3;6.7;6.2;8.8;9.1;6.5;7;6.0;7.0;6.5;6.0;7.1;7.7;5.8;6.4
10123154;8.3;8.8;8.6;7.5;6.5;6.7;7.2;5.4;7.5;7.0;6.8;8.5;7.0;7;6.0;6.0;7.0;7.8;6.7;6.8;5.3;6.7
12523048;8.2;9.2;8.2;9.0;7.4;7.2;6.8;7.0;8.3;6.4;7.8;9.4;7.0;7;5.0;6.0;8.8;4.8;7.2;7.3;2.5;8.0
10123102;8.7;8.9;8.7;6.0;6.0;8.3;7.4;8.0;7.8;9.0;7.7;9.0;7.0;5;8.0;7.0;8.7;8.8;8.3;8.7;5.6;9.0
10123078;8.2;8.3;6.8;5.5;5.8;6.4;6.7;6.7;6.0;6.0;6.3;8.5;7.0;6;8.0;7.0;6.0;7.8;7.1;6.5;6.4;6.3
10123279;6.4;7.3;7.9;4.0;6.8;6.6;7.1;6.2;7.4;8.1;7.0;8.9;7.0;7;7.0;6.0;8.2;8.3;7.5;8.3;8.2;8.4
10123261;9.3;9.4;8.9;6.5;6.9;6.1;8.2;7.9;7.2;5.8;7.0;7.7;6.5;9;6.0;7.0;7.3;7.3;7.4;0.0;7.9;8.1
12523092;9.7;9.6;8.4;6.0;6.9;6.9;8.0;6.8;6.6;7.5;7.5;8.8;7.5;7;9.0;8.0;7.4;2.9;8.6;7.1;7.5;8.2
10123242;8.8;8.7;8.5;7.8;6.2;6.4;7.7;7.3;5.9;8.4;9.0;9.4;7.0;9;9.0;9.0;8.3;8.7;8.1;9.7;8.4;8.4
12523066;9.2;8.9;8.3;7.0;7.8;5.8;7.7;6.9;5.9;7.5;6.7;9.1;6.5;7;4.0;7.0;8.0;6.7;7.2;7.2;5.8;7.2
10123298;8.7;9.4;9.4;8.0;7.7;8.2;8.9;6.8;7.8;7.6;8.3;8.7;7.5;7;6.0;8.0;8.9;9.2;8.8;5.2;6.9;8.7
10123135;7.8;9.8;7.9;7.5;6.1;6.4;7.5;6.3;6.8;5.6;8.0;9.1;7.0;7;7.0;7.0;8.2;5.8;7.5;3.0;7.8;8.7
10123237;9.3;9.3;7.0;6.8;6.3;7.1;7.3;6.2;6.7;6.1;6.5;8.9;7.0;8;8.0;6.0;7.9;7.8;7.4;7.7;5.6;7.9
12523093;8.9;9.6;7.8;7.5;7.0;6.5;7.1;6.0;6.0;6.5;7.0;9.1;6.5;8;7.0;8.0;6.5;7.4;7.6;4.9;6.8;8.5
10123269;8.8;8.1;7.5;7.0;8.4;8.2;6.9;6.7;8.5;5.8;7.0;9.4;6.5;7;6.0;7.0;7.9;7.4;6.7;9.6;7.0;8.9
10122121;8.7;9.0;9.5;8.8;7.3;7.5;6.0;6.4;8.7;7.1;7.3;9.2;7.5;6;6.0;7.0;7.7;7.4;7.4;9.0;8.2;8.1
12523101;9.3;8.6;9.4;8.5;6.9;8.3;8.3;7.8;7.6;6.6;6.5;9.4;7.0;7;6.0;6.0;7.3;7.8;8.0;6.8;7.3;7.4
12523077;9.3;7.5;7.2;6.5;7.2;8.2;7.3;8.1;7.6;7.9;6.0;8.3;7.5;6;7.0;8.0;7.9;8.3;7.9;6.0;7.4;8.8
12523032;8.4;9.5;8.2;5.5;7.9;8.3;8.3;7.4;8.9;7.0;5.5;9.1;7.5;8;8.0;5.0;6.8;8.8;7.4;7.9;7.4;7.9
10123178;8.4;8.7;8.9;7.0;6.3;7.0;7.1;7.5;7.5;9.2;8.5;9.3;7.0;7;9.0;6.0;8.9;8.4;8.1;7.4;7.7;6.3
10123224;8.3;7.9;8.7;7.8;8.4;6.5;8.8;8.2;8.2;8.2;5.8;8.6;6.5;7;8.0;7.0;8.5;9.4;8.4;6.5;6.2;8.8
10123337;9.7;9.3;8.9;8.8;6.8;7.5;8.3;7.2;7.9;7.5;7.8;8.7;6.5;7;8.0;6.0;8.2;8.3;7.4;8.7;7.7;9.0
12523072;10.0;9.4;9.6;9.0;7.3;8.0;7.1;7.0;7.9;8.2;7.5;9.4;7.0;9;7.0;7.0;8.3;9.2;7.9;7.7;8.0;7.8
